Threshold,Accuracy,Precision,Recall,F1 Score
0.2,0.8861681543989725,0.30587337909992374,0.3230614300100705,0.3142325399157606
0.3,0.911581548867535,0.3862433862433862,0.16173212487411884,0.2279954571266326
0.4,0.919060858819895,0.49278579356270813,0.08942598187311178,0.15138083873167404
0.5,0.9197274929678227,0.5451612903225806,0.03403826787512588,0.06407582938388626
0.6,0.9198738272929776,0.6907216494845361,0.013494461228600202,0.026471750296325564
0.7,0.9194185649480513,0.6551724137931034,0.003826787512588117,0.007609130957148579
